_id,application_date,completed_date,description,issued_date,permit_num,permit_type,postal,revision_num,status,street_direction,street_name,street_num,street_type,structure_type,green_tech,green_roof_area,green_roof_variation_area,heater_work,address,location,latitude,longitude
32253,2013-10-25,,Proposed for multiple projects to existing U of T building (Flavelle House and Bora Laskin Library Wing).  Scope of work includes a 4 storey addition and interior alterations to the existing portion.  See also 13 132867 STE.,2015-03-24,13 256626,Building Additions/Alterations,M5S,0,Inspection, ,QUEEN'S PARK,78, ,University,Green Roof,528,0,,"78 QUEEN'S PARK     Toronto, Canada","78, Queen's Park, Bloor Street Culture Corridor, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 2C6, Canada",43.666469,-79.393312
32254,2013-10-28,2018-06-14,New 5-storey Building  -  Lassonde School of Engineering -  York University Campus,2015-04-08,13 257546,New Building,M3J,0,Closed, ,KEELE,4700,ST,University,Green Roof,1952,,,"4700 KEELE ST   Toronto, Canada","4700, Keele Street, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3J, Canada",43.7733022,-79.4938255
32255,2013-11-05,,"To construct a new 20 storey condo building containing 434 residential dwelling units, three below grade parking levels, and retail and office uses on the ground floor.",2015-08-14,13 260980,New Building,M6J,0,Inspection, ,PEEL,11,AVE,Apartment Building,Green Roof,1670,,,"11 PEEL AVE   Toronto, Canada","11, Peel Avenue, Little Portugal, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 1L3, Canada",43.64375125,-79.42844652
32256,2013-11-05,,"To construct a new seven storey condo building containing 128 dwelling units, and three levels of below grade parking.",2015-10-07,13 260999,New Building,M6J,0,Inspection, ,GLADSTONE,20,AVE,Apartment Building,Green Roof,747,,,"20 GLADSTONE AVE   Toronto, Canada","20, Gladstone Avenue, Little Portugal, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1J6, Canada",43.64316573,-79.42757629
32257,2013-11-07,,New 9 storey condo with retail on the ground level and 3 storey of under ground parking with 4 unit detached town homes on the side of condo for Dream Residences @ Yorkdale.,2016-12-09,13 262554,New Building,   ,0,Inspection, ,MCADAM,16,AVE,Parking Garage,Green Roof,232.38,0,,"16 MCADAM AVE   Toronto, Canada","McAdam Avenue, Lawrence Heights, Eglinton—Lawrence, North York, Toronto, Golden Horseshoe, Ontario, M6A 1L6, Canada",43.7219042,-79.4602865
32258,2013-11-07,,New 9 storey condo with retail on the ground level and 3 storey of under ground parking with 4 unit detached town homes on the side of condo for Dream Residences @ Yorkdale.,2016-10-27,13 262599,New Building,   ,0,Inspection, ,MCADAM,16,AVE,Apartment Building,Green Roof,232.28,,,"16 MCADAM AVE   Toronto, Canada","McAdam Avenue, Lawrence Heights, Eglinton—Lawrence, North York, Toronto, Golden Horseshoe, Ontario, M6A 1L6, Canada",43.7219042,-79.4602865
32259,2013-11-13,2016-05-11,Five storey Environmental Science and Chemistry Building at University of Toronto Scarborough Campus.,2014-09-02,13 264401,New Building,M1C,0,Closed, ,MORNINGSIDE,755,AVE,University,Green Roof,640,,,"755 MORNINGSIDE AVE   Toronto, Canada","755, Morningside Avenue, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1C 0C7, Canada",43.7858291,-79.1929964
32260,2013-11-19,,"Proposal to construct a 40 sty condo with commercial at-grade, 313 condo units, on existing below grade parking garage.  Note - See active BLD permit for revised below grade parking alterations 11 332063-03 BLD.",2017-06-22,13 267339,New Building,   ,0,Inspection, ,CUMBERLAND,188,ST,Mixed Use/Res w Non Res,Green Roof,378,0,,"188 CUMBERLAND ST   Toronto, Canada","Cumberland Street, Yorkville, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 2B1, Canada",43.6705294,-79.3899659
32261,2013-11-22,,"Proposal to construct a mixed-use building of 3 residential towers containing 511residential units above a multi-level commercial podium with, 4 levels of below grade parking.",2019-01-04,13 268791,New Building,M6K,0,Inspection,W,KING,1100,ST,Mixed Use/Res w Non Res,Green Roof,3837.8,0,,"1100 KING ST W Toronto, Canada","1100, King Street West, Liberty Village, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 1X4, Canada",43.6401275,-79.4222438
32262,2013-11-22,,"Proposal to construct a new a new 9 storey building complete with 85 residential dwellings units (8136.6m2) and office space (1796.1m2) on the ground, 2nd and 3rd floors. There will be a total of 93 vehicular parking spaces located below grade.",2017-12-19,13 268799,New Building,M6H,0,Inspection, ,ST HELEN'S,138,AVE,Mixed Use/Res w Non Res,Green Roof,475,,,"138 ST HELEN'S AVE   Toronto, Canada","138, Saint Helens Avenue, Bloordale Village, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 4A1, Canada",43.6535869,-79.4422906
32263,2013-11-25,,"Proposal to construct a new mixed use  building of 46,838 sqaure metres for commercial and residential purposes.  The redevelopment includes the retention of the existing building at the corner of Dupont Street and Lansdowne Avenue for commercial purposes, and the construction of 576 residential dwelling units.  Most of the dwelling units are contained in two towers of 23-storeys and 27-storeys.  There will be 2 levels of below grade parking and a total of 730 parking spaces. ",2016-09-23,13 269660,New Building,   ,0,Inspection, ,LANSDOWNE,830,AVE,Mixed Use/Res w Non Res,Green Roof,3572,,,"830 LANSDOWNE AVE   Toronto, Canada","830, Lansdowne Avenue, Wallace Emerson, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 3Z6, Canada",43.6668547,-79.4466962
32264,2013-12-02,2017-11-14,"Proposal to demolish the existing buildings located at 421, 429, 431, & 443 Mount Pleasant Road and 358 & 360 Balliol Street to redevelop the land by constructing a four storey addition to the south side of the existing Greenwood College building located at 443 Mount Pleasant Road.  See also 12 106406 PSP and 12 293839 MV.",2016-04-01,13 272728,Building Additions/Alterations,M4S,0,Closed, ,MOUNT PLEASANT,443,RD,Secondary School,Green Roof,473.1,0,,"443 MOUNT PLEASANT RD   Toronto, Canada","443, Mount Pleasant Road, Davisville, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4S 2L8, Canada",43.700196,-79.386802
32265,2013-12-03,,Proposal for a new 12 storey mixed use building with 79 residential units (13350.12m2) above 396.06m2 of retail space. There will be 5 levels of below grade parking. Proposal also includes HVAC and PLB.,2015-10-13,13 273353,New Building,M5R,0,Inspection, ,DAVENPORT,181,RD,Mixed Use/Res w Non Res,Green Roof,238,0,,"181 DAVENPORT RD   Toronto, Canada","181 Davenport, University—Rosedale, Toronto, Golden Horseshoe, Ontario, Canada",43.6749283,-79.39386837
32266,2016-04-13,,"REV 01 -  to combine suite 702 and 802, make suite 602 a barrier free in lieu of 702, revise roof plan to create private terrace for suite 1201",2016-10-11,13 273353,New Building,M5R,1,Revision Issued, ,DAVENPORT,181,RD,Mixed Use/Res w Non Res,Green Roof,200,0,,"181 DAVENPORT RD   Toronto, Canada","181 Davenport, University—Rosedale, Toronto, Golden Horseshoe, Ontario, Canada",43.6749283,-79.39386837
32267,2013-12-04,2017-03-17,Proposal for a new 8 storey residential commercial building with 95 residential units and 2 levels of underground parking with 59 spaces. ,2016-03-03,13 273728,New Building,M6K,0,Closed,W,DUNDAS,1544,ST,Mixed Use/Res w Non Res,Green Roof,180,0,,"1544 DUNDAS ST W Toronto, Canada","The Alto, Dundas Street West, Little Portugal, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 0C2, Canada",43.64998765,-79.43338733
32268,2013-12-09,2017-01-13,"7 storey Audi Midtown Toronto Car Dealership, with partial basement , showrooms, service bays, parking and service centre 7,277.20m2.",2015-01-30,13 275740,New Building,   ,0,Closed, ,YORKLAND,175,BLVD,Car Dealership,Green Roof,718.3,718.3,,"175 YORKLAND BLVD   Toronto, Canada","Yorkland Boulevard, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 0A7, Canada",43.7706657,-79.3341043
32269,2013-12-11,,"Proposal to construct a Community Center on the North West End of the property known as 362 Wallace Ave (50 Sousa Mendes Street).  LEAD FOLDER FOR COMMUNITY CENTRE & INDUSTRIAL UNITS. 
NOTE - Community Center is a top of a 1 level below grade parking facility (refer to related parent permit 13-215602)",2017-06-05,13 275759,New Building,   ,0,Inspection, ,WALLACE,362,AVE,Other,Green Roof,385,0,,"362 WALLACE AVE   Toronto, Canada","362, Wallace Avenue, Junction Triangle, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6P, Canada",43.66071628,-79.45248681
32270,2013-12-17,,"Refer to related buiding permit for interior alterations to portions of the existing commercial component of the building to permit re-demised commercial establishments (shell only) at the concourse, ground, and second floor level of the existing Hazelton lanes shopping centre. See related 13-279044-BLD",2015-01-15,13 278994,Building Additions/Alterations,M5R,0,Inspection, ,AVENUE,55,RD,Multiple Unit Building,Green Roof,180,0,,"55 AVENUE RD   Toronto, Canada","55, Avenue Road, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 3R9, Canada",43.671154,-79.394998
32271,2013-12-17,2017-08-25,"Five levels of underground parking (110,224.8m2).  
Permit for Below grade only refer to folder 15-209229 BLD for above garde.  
FC 2015-08-19


Proposed three storey addition (21,105.33m2) on the east side of Yorkdale Shopping Centre with interior alterations to existing retail space (4338.951m2) and five levels of underground parking (110,224.8m2).  Permit for Below grade only refer to folder 15-209229 BLD for above garde",2016-08-18,13 279062,Building Additions/Alterations,M6A,0,Closed, ,DUFFERIN,3401,ST,Retail Store,Green Roof,7652.99,0,,"3401 DUFFERIN ST   Toronto, Canada",,,
32272,2013-12-18,2017-07-07,Construct new three storey mausoleum 2nd & 3rd floor is unfinished and will not be occupied at this time,2015-03-13,13 279564,New Building,M2R,0,Closed, ,BATHURST,5830,ST,Crematorium/Cemetary Structure,Green Roof,336,,,"5830 BATHURST ST   Toronto, Canada","5830, Bathurst Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2R 1N6, Canada",43.7780778,-79.444261
32273,2013-12-18,,"To alter the existing ""west wing"" portion of the ""The Boulevard Club"" by demolishing the existing west portion and reconstructing  the ""west wing"" by building a new two-storey addition comprised of a changing facility on the ground floor, and a sports facility on the second floor.   see c of a final and binding",2017-12-14,13 279581,Building Additions/Alterations,M6K,0,Inspection,W,LAKE SHORE,1491,BLVD,Recreational,Green Roof,25.7,317.14,,"1491 LAKE SHORE BLVD W Toronto, Canada","The Boulevard Club, Lake Shore Boulevard West, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 1B4, Canada",43.63561145,-79.44414498
32274,2013-12-19,2017-01-11,Two storey dwelling with attached garage at grade,2014-01-09,13 279800,New Houses,M2M,0,Closed, ,WEDGEWOOD,24,DR,SFD - Detached,Green Roof,486.86,,,"24 WEDGEWOOD DR   Toronto, Canada","24, Wedgewood Drive, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2M 2J1, Canada",43.78949634,-79.41587939
32275,2013-12-19,,"Proposal to construct a 11-storey retail and office commercial building (East Tower).  For underground garage see  related permit #12 289341 BLD ""Building 3""",2017-04-21,13 279862,New Building,M5R,0,Inspection, ,YORKVILLE,135,AVE,Multiple Use/Non Residential,Green Roof,70,0,,"135 YORKVILLE AVE   Toronto, Canada","135, Yorkville Avenue, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 1B9, Canada",43.6703597,-79.394237
32276,2013-12-19,,"Proposal to construct a new two (2) storey shell office building (pre-cast, alumimum/glass, metal panels, structural steel, concrete slab on grade/deck)",2014-09-17,13 280135,New Building,   ,0,Inspection, ,GALAXY,165,BLVD,Office,Green Roof,1098.02,,,"165 GALAXY BLVD   Toronto, Canada","Galaxy Boulevard, Etobicoke North, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9W 6J6, Canada",43.6800707,-79.5862867
32277,2013-12-19,,Construct new long term care home*Kipling Acres Redevelopment* - Phase 2 - new 145 bed long term care home attached to existing building with same address and same owner,2014-12-17,13 280230,New Building,M9W,0,Inspection, ,KIPLING,2233,AVE,Long Term Care Facility,Green Roof,2119,,,"2233 KIPLING AVE   Toronto, Canada","Kipling Acres, Kipling Avenue, Kipling Heights, Etobicoke North, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9W 4L3, Canada",43.72507565,-79.57140435
32278,2013-12-20,,"Proposal to construct a new 11 storey mixed use building containing partial GF/2nd/3rd commercial areas (415 sq/m), 43 residential suites, and  three levels of underground parking with 49 parking spaces.",2018-05-04,13 280536,New Building,M5R,0,Inspection, ,PEARS,124,AVE,Mixed Use/Res w Non Res,Green Roof,130.37,0,,"124 PEARS AVE   Toronto, Canada","124, Pears Avenue, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 2H6, Canada",43.6754758,-79.3977165
32279,2013-12-20,,FRESH CO. supermarket addition to existing mall,2015-02-25,13 280664,New Building,M3N,0,Permit Issued, ,JANE,3829-3983,ST,Retail Store,Green Roof,808,808,,"3829-3983 JANE ST   Toronto, Canada",,,
32280,2013-12-20,,Proposal to construct a 4 sty addition with 1 level of below grade parking and interior alterations to existing Heritage building for Casey House (Care & Treatment Facility).  Proposal also includes the demolition of the existing coach house.,2015-12-01,13 280734,Building Additions/Alterations,M4Y,0,Inspection, ,JARVIS,571,ST,Multiple Use/Non Residential,Green Roof,219,,,"571 JARVIS ST   Toronto, Canada","571, Jarvis Street, Church-Wellesley Village, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2Y5, Canada",43.66879575,-79.37886351
32281,2013-12-27,,Proposal to construct a 27 storey apartment building (242 units) with commercial space on ground floor ,,13 281473,New Building,M8Y,0,Pending Cancellation, ,ROYAL YORK,327,RD,Mixed Use/Res w Non Res,Green Roof,325,0,,"327 ROYAL YORK RD   Toronto, Canada","327, Royal York Road, Mimico Village, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8Y 2R3, Canada",43.6162487,-79.4982027
32282,2013-12-30,,"Proposal to construct a new 28 storey condo, including 6 three-storey townhomes on south side, with a total of 259 residential units, and 5 levels of below grade parking. Deer Park Condo.",2020-04-17,13 281900,New Building,M4V,0,Inspection,W,ST CLAIR,129,AVE,Apartment Building,Green Roof,396,439,,"129 ST CLAIR AVE W Toronto, Canada","St. Clair Avenue West, St. Clair West, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 2N4, Canada",43.6826458,-79.4203835
32283,2014-01-20,,Proposal to construct a 17 sty office building with retail at grade and 4 levels of below grade parking.,2016-08-09,14 106954,New Building,   ,0,Inspection,E,KING,351,ST,Multiple Use/Non Residential,Green Roof,1161,2190,,"351 KING ST E Toronto, Canada","Freshii, King Street East, Trefann Court, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 1L1, Canada",43.6512999,-79.3644336
32284,2014-02-03,,"Proposal to construct a 13 sty condo with 363 residential units, 4 levels of below grade parking including 1 level of commercial parking, and ground floor commercial.",2016-10-26,14 112598,New Building,   ,0,Inspection, ,MERCHANTS' WHARF,15, ,Mixed Use/Res w Non Res,Green Roof,1869.9,,,"15 MERCHANTS' WHARF     Toronto, Canada","Merchant's Wharf, Bayside Toronto, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A0L1, Canada",43.6442891,-79.3634915
32285,2014-03-05,,"New four storey secondary school - ""Lawrence Midland Secondary School""",2017-03-29,14 124642,New Building,M1P,0,Inspection, ,MIDLAND,1555,AVE,Secondary School,Green Roof,1063,1376.5,,"1555 MIDLAND AVE   Toronto, Canada","Bendale Business & Technical Institute, Midland Avenue, Bendale, Scarborough, Scarborough Centre, Scarborough, Toronto, Golden Horseshoe, Ontario, M1P 3C1, Canada",43.75532845,-79.26452972
32286,2014-03-07,,"Construct new (11) storey mixed use condo/rental building with retail at grade, and (3) stories of underground parking. Building will contain a total of 102 dwelling units; 24 of these are replacement rental dwelling units. (fb-Nov 6, 2016)",2016-11-23,14 125945,New Building,M6P,0,Inspection,W,BLOOR,1990,ST,Mixed Use/Res w Non Res,Green Roof,202,0,,"1990 BLOOR ST W Toronto, Canada","1990, Bloor Street West, High Park North, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6S, Canada",43.65310455,-79.46903752
32287,2014-03-07,,"Proposal to construct a 10 sty addition on top of existing 33 sty building, 8 sty addition at north side for rental apartments, 8 sty addition at south side for condos, and interior alterations to all floors to convert from hotel/rental building (118 units) to condo's including ground floor retail.  New Total Residential Units = 769.  Existing below parking garage to remain.  See active interior demo permit 14 120033 BLD, and permit for exterior cladding removal 14 126031 BLD.",2015-12-14,14 126064,Building Additions/Alterations,M5S,0,Inspection, ,BAY,955,ST,Multiple Use/Non Residential,Green Roof,624,,,"955 BAY ST   Toronto, Canada","955, Bay Street, Church-Wellesley Village, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 2S3, Canada",43.66455576,-79.38712488
32288,2016-09-30,,Revision to height of building as per COA approval.,2017-09-08,14 126064,Building Additions/Alterations,M5S,2,Revision Issued, ,BAY,955,ST,Multiple Use/Non Residential,Green Roof,628,0,,"955 BAY ST   Toronto, Canada","955, Bay Street, Church-Wellesley Village, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 2S3, Canada",43.66455576,-79.38712488
32289,2014-03-10,,To construct a new 5 storey condo building containing 45 residential units.,2018-06-14,14 126703,New Building,M5V,0,Inspection, ,NIAGARA,90,ST,Apartment Building,Green Roof,252,0,,"90 NIAGARA ST   Toronto, Canada","90, Niagara Street, King West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1G4, Canada",43.64158939,-79.40395367
32290,2014-03-13,,Proposal to construct a new 11-storey mixed use condominium building containing 95 residential units with retail uses on the ground floor. Scope of work includes 2 floors below grade underground parking garage.,2015-05-28,14 128197,New Building,M5T,0,Inspection, ,SPADINA,270,AVE,Mixed Use/Res w Non Res,Green Roof,366,0,,"270 SPADINA AVE   Toronto, Canada","270, Spadina Avenue, University—Rosedale, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 2E4, Canada",43.652325,-79.39806
32291,2014-03-13,2020-02-10,"CONSTRUCT 8-10 STOREY MIXED USE RESIDENTIAL CONDO, 3 LEVEL BELOW GRADE PARKING GARAGE, RETAIL AT GRADE",2016-12-07,14 128260,New Building,M1N,0,Closed, ,KINGSTON,1088,RD,Mixed Use/Res w Non Res,Green Roof,320.9,0,,"1088 KINGSTON RD   Toronto, Canada","1088, Kingston Road, Danforth Station, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4E 3T2, Canada",43.68116187,-79.28276624
32292,2014-03-14,,To construct a new 15 storey condo building containing 249 residential units.,2016-10-19,14 128856,New Building,   ,0,Permit Issued, ,IANNUZZI,70,ST,Apartment Building,Green Roof,640,0,,"70 IANNUZZI ST   Toronto, Canada","Iannuzzi Street, Fort York, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 0C8, Canada",43.6382726,-79.4017212
32293,2014-03-25,2015-05-01,Construct new two storey detached single family dwelling with integral garage and finished basement,2014-04-25,14 133054,New Houses,M2R,0,Cancelled, ,FARRELL,12,AVE,SFD - Detached,Green Roof,362.41,,,"12 FARRELL AVE   Toronto, Canada","12, Farrell Avenue, Lansing, North York, Toronto, Golden Horseshoe, Ontario, M2R 3V3, Canada",43.76751887,-79.43840173
32294,2014-04-01,2016-09-16,"Proposal for interior alterations to convert from a 4 unit dwelling to a single family dwelling, rebuild front porch, rebuild back mudroom, and demolish attached garage.",2014-05-28,14 136120,Small Residential Projects,M6R,0,Closed, ,INDIAN,171,RD,SFD - Detached,Green Roof,0,,,"171 INDIAN RD   Toronto, Canada","171, Indian Road, Roncesvalles, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 1T2, Canada",43.6465122,-79.453754
32295,2014-04-14,,Proposal to construct a 10 sty condo with 143 residential units and 3 levels of below grade parking.,2016-01-06,14 142189,New Building,M6R,0,Inspection, ,SORAUREN,383,AVE,Apartment Building,Green Roof,433.5,,,"383 SORAUREN AVE   Toronto, Canada","383, Sorauren Avenue, Roncesvalles, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 2G6, Canada",43.65032445,-79.4445152
32296,2014-04-17,2016-04-26,"Two storey addition to existing book depository to provide storage of books and multi-media archival materials - University of Toronto - UPDC, Design & Engineering Group",2014-10-02,14 144636,Building Additions/Alterations,M3H,0,Closed, ,DUFFERIN,4925,ST,Industrial,Green Roof,2203,,,"4925 DUFFERIN ST   Toronto, Canada","4925, Dufferin Street, Fisherville, North York, Toronto, Golden Horseshoe, Ontario, M3H 5T4, Canada",43.7837124,-79.4699604
32297,2014-04-24,,Phase 1 - 17 storey residential condominium building with 186  units Buidling B with underground parking garage,2016-09-14,14 146712,New Building,M2J,0,Inspection, ,ALLENBURY,05-Mar,GDNS,Apartment Building,Green Roof,50,,,"3-5 ALLENBURY GDNS   Toronto, Canada","3, Allenbury Gardens, The Peanut, North York, Toronto, Golden Horseshoe, Ontario, M2J 4T1, Canada",43.780771,-79.3442898
32298,2014-04-24,2015-05-20,"Proposal to construct third and fourth storey addition to existing educational building ""F"".
STR PP was approved as if it would be constructed a green roof between appr. gridlines 2-9 and A-B.",,14 147030,Building Additions/Alterations,M9W,0,Cancelled, ,HUMBER COLLEGE,205,BLVD,College/Trade/Tech School/Training Cent.,Green Roof,203,203,,"205 HUMBER COLLEGE BLVD   Toronto, Canada","205, Humber College Boulevard, Etobicoke North, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9W 5L7, Canada",43.7299254,-79.6049452
32299,2014-04-28,2020-01-15,"Proposal to construct a 25 sty condo with 256 units, ground floor commercial, and 4 levels of below grade parking.  Smart House.",2017-06-23,14 148303,New Building,   ,0,Closed,W,QUEEN,219,ST,Mixed Use/Res w Non Res,Green Roof,74.6,0,,"219 QUEEN ST W Toronto, Canada","Queen Street West, Downtown Yonge, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5H, Canada",43.6522679,-79.3799717
32300,2017-07-21,2017-09-29,"REVISION #7 - Changes to South end of building including added greenroof, reconfigured doors, and reconfigured washrooms.

REVISION #6 - structural revisions to roof and layout",2017-09-22,14 150989,Building Additions/Alterations,M6K,7,Closed, ,FRASER,20-Feb,AVE,Industrial,Green Roof,1675,0,,"2-20 FRASER AVE   Toronto, Canada","2, Fraser Avenue, Little Tibet, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 1Y7, Canada",43.6351578,-79.4232693
32301,2014-05-14,,"Proposal to construct a 2 sty rear addition for the new Science, Technology, Engineering and Math (S.T.E.M.) Labs with mechanical roof top above, new gymnasium below grade, and interior alterations for new Arts Centre to existing Bishop Strachan School. Note: See separate permits for generator relocation and demolition of Head Master's house.",2015-10-06,14 156648,Building Additions/Alterations,M4V,0,Inspection, ,LONSDALE,298,RD,Secondary School,Green Roof,640.77,0,,"298 LONSDALE RD   Toronto, Canada","Bishop Strachan School, Lonsdale Road, Forest Hill, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4V 1X2, Canada",43.6908204,-79.40919625
32302,2014-05-15,2019-08-09,"To construct a new 9 storey rental apartment building containing 51 units and two levels of underground parking.
See C of A  #A0087/14TEY and #A0769/14TEY.",2018-07-19,14 157349,New Building,M6C,0,Closed, ,VAUGHAN,109,RD,Apartment Building,Green Roof,107,,,"109 VAUGHAN RD   Toronto, Canada","Oben Flats, Vaughan Road, Humewood, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 2N4, Canada",43.684209,-79.4209655
32303,2014-05-21,,Proposal to construct an 8-storey mixed-use building containing commercial uses at grade with 83 dwelling units above plus an additional 13 multi floor townhouse type units. There will be 2 levels of below grade parking containing  105 parking spaces and a total of 79 bicycle spaces will be provided on site. ,2016-05-17,14 159180,New Building,M4M,0,Inspection,E,DUNDAS,1230,ST,Mixed Use/Res w Non Res,Green Roof,328,,,"1230 DUNDAS ST E Toronto, Canada","1230, Dundas Street East, Leslieville, East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 2T4, Canada",43.6652966,-79.3403341
32304,2014-05-28,,"Block 37: Proposal to construct 3 condo towers, 30 sty, 18 sty, and 8 sty, with a total of 625 residential units, 4 levels of below grade parking, and retail & office on portions of the ground and 2nd floors.  Concord Adex Block 37 Buildings 
TOWER CC (70 QUEENS WHARF RD), 
TOWER DD (80 QUEENS WHARF RD), 
TOWER EE. (90 QUEENS WHARF RD) ",2017-04-06,14 163201,New Building,   ,0,Inspection, ,BREMNER,511,BLVD,Mixed Use/Res w Non Res,Green Roof,989.52,557.25,,"511 BREMNER BLVD   Toronto, Canada","Bremner Boulevard, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6404688,-79.389032
32305,2014-05-30,2015-10-27,Proposed new clubhouse for Cedar Brae golf & country club,2014-09-19,14 165292,New Building,M1X,0,Closed, ,MAC FROST,55,WAY,Other,Green Roof,238.95,238.95,,"55 MAC FROST WAY   Toronto, Canada",,,
32306,2014-06-06,2017-08-16,"Proposal to construct a 24 sty condo with 233 residential units, commercial at grade, and 5 levels of below grade parking.  64-70 Shuter St.",2015-01-28,14 169786,New Building,M5B,0,Closed, ,SHUTER,68,ST,Mixed Use/Res w Non Res,Green Roof,302,,,"68 SHUTER ST   Toronto, Canada","68, Shuter Street, Garden District, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 2E1, Canada",43.65511067,-79.37552667
32307,2014-06-12,2017-09-26,Proposal to construct a 14 sty condo with 241 residential units and 2 levels of below grade parking.  BLOCK 11.  Tentative address - 38 Cameron St.,2017-03-31,14 172874,New Building,M5T,0,Closed,W,DUNDAS,571,ST,Apartment Building,Green Roof,497,0,,"571 DUNDAS ST W Toronto, Canada","571, Dundas Street West, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 1H5, Canada",43.652197,-79.401023
32308,2014-06-15,,"Construct a 8 storey apartment building with 79 residential units and 1 level below grade amenity and common areas connecting to an existing building by an underground walkway.

",2015-12-22,14 174102,New Building,M4P,0,Inspection, ,ERSKINE,88,AVE,Apartment Building,Green Roof,580,,,"88 ERSKINE AVE   Toronto, Canada","88, Erskine Avenue, Sherwood Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4P 2H5, Canada",43.7123375,-79.39609522
32309,2014-06-15,2019-08-12,"Construct a 32-storey apartment building with 399 units - Permit 14-174105

",2017-01-10,14 174105,New Building,M4P,0,Closed, ,ERSKINE,99,AVE,Apartment Building,Green Roof,70,0,,"99 ERSKINE AVE   Toronto, Canada","99, Erskine Avenue, Sherwood Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4P 2H5, Canada",43.71178439,-79.39536511
32310,2014-06-20,,To construct a green roof over the  existing attached rear car port.,2014-07-18,14 177417,Small Residential Projects,M5A,0,Inspection, ,ONTARIO,426,ST,SFD - Detached,Green Roof,30.7,,,"426 ONTARIO ST   Toronto, Canada","Ontario Street, Moss Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 4L5, Canada",43.6518882,-79.3661089
32311,2014-06-20,2015-07-15,Green roof installation,2014-10-01,14 177778,Small Residential Projects,M2N,0,Closed, ,SENLAC,20 A,RD,SFD - Detached,Green Roof,74.9,,,"20 A SENLAC RD   Toronto, Canada","20, Senlac Road, Lansing, North York, Toronto, Golden Horseshoe, Ontario, M2N 1N1, Canada",43.7603451,-79.4233279
